source_id	source_title	source_year	source_authors	source_type	site_name	LatDD	LonDD	inferred_from	inferred_using	biodiversity_measure	inferred_as	taxon_kingdom	taxon_family	taxon_genus	taxon_species	sample_origin	earliest_extent	latest_extent	proxy_category	variability_temp	variability_precip	max_temp	max_precip	min_temp	min_precip	elevation_change	dist_to_land_ice_max	dist_to_land_ice_min
itrdb - cana030	Fritts - Border Beacon - PCGL - ITRDB CANA030		Fritts., H.C.;Wright., H.E.	Database entry	Border Beacon	55.33	-63.25	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	290	-26	Contemporaneous Whole Organism	0.4624996180000003	18	-3.862500191	680	-4.324999809	662	0	887.2297255	887.2297255
itrdb - cana044	Schweingruber - Willow Lake - PCMA - ITRDB CANA044		Schweingruber., F.H.	Database entry	Willow Lake	62.17	-119.13	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	100	-38	Contemporaneous Whole Organism	0.4541668890000006	5	-5.037499905	306	-5.491666794	301	0	676.2754582	676.2754582
itrdb - cana045	Schweingruber - Willow Lake Insel - PCMA - ITRDB CANA045		Schweingruber., F.H.	Database entry	Willow Lake Insel	62.17	-119.13	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	109	-38	Contemporaneous Whole Organism	0.4541668890000006	5	-5.037499905	306	-5.491666794	301	0	676.2754582	676.2754582
itrdb - cana046	Schweingruber - Bras d'Or Lake - PCGL - ITRDB CANA046		Schweingruber., F.H.	Database entry	Bras d'Or Lake	62.45	-116.13	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	155	-38	Contemporaneous Whole Organism	0.5125002860000003	2	-3.687499523	265	-4.199999809	263	0	599.5506666	599.5506666
itrdb - cana047	Schweingruber - Fort Providence - PCGL - ITRDB CANA047		Schweingruber., F.H.	Database entry	Fort Providence	61.17	-117.37	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	121	-38	Contemporaneous Whole Organism	0.45833349300000004	1	-1.995833158	271	-2.454166651	270	0	753.1055773	753.1055773
itrdb - cana048	Schweingruber - Fort Simpson McKenzie River Terrace - PCGL - ITRDB CANA048		Schweingruber., F.H.	Database entry	Fort Simpson McKenzie River Terrace	61.68	-120.72	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	129	-38	Contemporaneous Whole Organism	0.4749999050000002	9	-2.441666603	328	-2.916666508	319	0	759.7803697	759.7803697
itrdb - cana049	Schweingruber - Dorothea Lake - PCGL - ITRDB CANA049		Schweingruber., F.H.	Database entry	Dorothea Lake	54.2	-61.57	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	160	-38	Contemporaneous Whole Organism	0.25833368300000004	6	-2.149999857	916	-2.40833354	910	0	1023.383131	1023.383131
itrdb - cana050	Schweingruber - Mountain Lake Newfoundland - PCGL - ITRDB CANA050		Schweingruber., F.H.	Database entry	Mountain Lake Newfoundland	53.48	-58.67	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	241	-38	Contemporaneous Whole Organism	0.07083344499999988	22	-1.695833206	1081	-1.766666651	1059	0	1137.411774	1137.411774
itrdb - cana051	Schweingruber - Mountain Lake Newfoundland Ufe - PCGL - ITRDB CANA051		Schweingruber., F.H.	Database entry	Mountain Lake Newfoundland Ufe	53.48	-58.67	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	156	-38	Contemporaneous Whole Organism	0.033333301999999954	13	-1.695833206	1072	-1.729166508	1059	0	1137.411774	1137.411774
itrdb - cana052	Schweingruber - Bras d'Or Lake (Insel) - PCGL - ITRDB CANA052		Schweingruber., F.H.	Database entry	Bras d'Or Lake (Insel)	62.45	-116.13	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	191	-38	Contemporaneous Whole Organism	0.5125002860000003	2	-3.687499523	265	-4.199999809	263	0	599.5506666	599.5506666
itrdb - cana053	Schweingruber - Pethai Peninsula - PCGL - ITRDB CANA053		Schweingruber., F.H.	Database entry	Pethai Peninsula	62.68	-110.97	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	340	-38	Contemporaneous Whole Organism	0.8458328250000005	11	-5.704166889	352	-6.549999714	341	0	446.32417019999997	446.32417019999997
itrdb - cana057	Schweingruber - Fort Simpson McKenzie R. Unstable Slope - PCGL - ITRDB CANA057		Schweingruber., F.H.	Database entry	Fort Simpson McKenzie River Unstable Slope	61.68	-120.72	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	143	-38	Contemporaneous Whole Organism	0.4749999050000002	9	-2.441666603	328	-2.916666508	319	0	759.7803697	759.7803697
itrdb - cana058	Schweingruber - Austin Lake - PCGL - ITRDB CANA058		Schweingruber., F.H.	Database entry	Austin Lake	62.17	-110.08	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	132	-38	Contemporaneous Whole Organism	0.6833333960000001	4	-4.845833302	266	-5.529166698	262	0	485.5536906	485.5536906
itrdb - cana059	Schweingruber - Mac Kinley - PCMA - ITRDB CANA059		Schweingruber., F.H.	Database entry	Mac Kinley	62.73	-111.63	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	97	-38	Contemporaneous Whole Organism	0	0	-5.833333015	328	-5.833333015	328	0	454.8111896	454.8111896
itrdb - cana060	Schweingruber - Churchill - PCGL - ITRDB CANA060		Schweingruber., F.H.	Database entry	Churchill	58.67	-93.48	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	260	-38	Contemporaneous Whole Organism	1.4208331100000002	19	-6.470833302	390	-7.891666412	371	0	573.6194619	573.6194619
itrdb - cana061	Schweingruber - Lac Romanel - PCMA - ITRDB CANA061		Schweingruber., F.H.	Database entry	Lac Romanel	56.23	-67.72	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	129	-38	Contemporaneous Whole Organism	0.5208332539999998	8	-3.637500048	571	-4.158333302	563	0	781.9924993999999	781.9924993999999
itrdb - cana062	Schweingruber - Lac Romanel (Feucht) - PCMA - ITRDB CANA062		Schweingruber., F.H.	Database entry	Lac Romanel (Feucht)	56.23	-67.72	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	291	-38	Contemporaneous Whole Organism	0.7999999519999998	9	-3.637500048	571	-4.4375	562	0	781.9924993999999	781.9924993999999
itrdb - cana063	Schweingruber - Wakuach Lake - PCGL - ITRDB CANA063		Schweingruber., F.H.	Database entry	Wakuach Lake	55.28	-67.12	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	255	-38	Contemporaneous Whole Organism	0.7583334449999994	8	-3.854166746	670	-4.612500191	662	0	885.7079756	885.7079756
itrdb - cana064	Schweingruber - Wakuach Lake - PCMA - ITRDB CANA064		Schweingruber., F.H.	Database entry	Wakuach Lake	55.28	-67.12	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	109	-38	Contemporaneous Whole Organism	0.5208332539999998	8	-3.854166746	670	-4.375	662	0	885.7079756	885.7079756
itrdb - cana065	Schweingruber - Eastmain River feucht - PCMA - ITRDB CANA065		Schweingruber., F.H.	Database entry	Eastmain River feucht	52.03	-77.85	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	155	-38	Contemporaneous Whole Organism	0.962499976	22	-0.725000143	786	-1.687500119	764	0	1409.5530660000002	1409.5530660000002
itrdb - cana066	Schweingruber - No Name Lake - PCMA - ITRDB CANA066		Schweingruber., F.H.	Database entry	No Name Lake	54.58	-77.57	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	202	-38	Contemporaneous Whole Organism	1.0999999049999998	27	-3.308333397	621	-4.408333302	594	0	1146.3414890000001	1146.3414890000001
itrdb - cana067	Schweingruber - No Name Lake (Trocken) - PCMA - ITRDB CANA067		Schweingruber., F.H.	Database entry	No Name Lake (Trocken)	54.58	-77.57	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	207	-38	Contemporaneous Whole Organism	1.0999999049999998	27	-3.308333397	621	-4.408333302	594	0	1146.3414890000001	1146.3414890000001
itrdb - cana068	Schweingruber - Fishing Creek - PCMA - ITRDB CANA068		Schweingruber., F.H.	Database entry	Fishing Creek	52.02	-82.9	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	80	-38	Contemporaneous Whole Organism	0	0	-0.070833363	650	-0.070833363	650	0	1430.72395	1430.72395
itrdb - cana069	Schweingruber - Churchill - LALA - ITRDB CANA069		Schweingruber., F.H.	Database entry	Churchill	58.67	-93.48	Contemporaneous Whole Organism: Larix laricina (Du Roi) K. Koch	Implicit	PresenceOnly	Larix laricina (Du Roi) K. Koch [Species]	Plantae	Pinaceae	Larix	Larix laricina (Du Roi) K. Koch	Living organism	167	-38	Contemporaneous Whole Organism	1.1583333009999999	19	-6.470833302	390	-7.629166603	371	0	573.6194619	573.6194619
itrdb - cana070	Schweingruber - Charlie Lake - PCMA - ITRDB CANA070		Schweingruber., F.H.	Database entry	Charlie Lake	60.03	-100.43	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	182	-38	Contemporaneous Whole Organism	0.7666668890000006	1	-6.416666508	360	-7.183333397	359	0	580.5532869	580.5532869
itrdb - cana071	Schweingruber - Coats River - PCMA - ITRDB CANA071		Schweingruber., F.H.	Database entry	Coats River	55.73	-76.15	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	164	-38	Contemporaneous Whole Organism	0.8791666029999998	26	-4.087500095	634	-4.966666698	608	0	990.8819181	990.8819181
itrdb - cana072	Schweingruber - Lac Natuak - PCMA - ITRDB CANA072		Schweingruber., F.H.	Database entry	Lac Natuak	57.22	-71.5	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	207	-38	Contemporaneous Whole Organism	1.0666661260000003	27	-5.200000286	590	-6.266666412	563	0	720.9682075000001	720.9682075000001
itrdb - cana073	Schweingruber - Lac Natuak (Trocken) - PCMA - ITRDB CANA073		Schweingruber., F.H.	Database entry	Lac Natuak (Trocken)	57.22	-71.5	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	98	-38	Contemporaneous Whole Organism	0	0	-5.200000286	590	-5.200000286	590	0	720.9682075000001	720.9682075000001
itrdb - cana074	Schweingruber - Buffalo Lake - PCGL - ITRDB CANA074		Schweingruber., F.H.	Database entry	Buffalo Lake	60.28	-115.27	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	108	-38	Contemporaneous Whole Organism	0.4249997139999999	1	-1.429166675	366	-1.854166389	365	0	784.8400387	784.8400387
itrdb - cana076	Schweingruber - Eastmain River trocken - PCMA - ITRDB CANA076		Schweingruber., F.H.	Database entry	Eastmain River trocken	52.03	-77.85	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	211	-38	Contemporaneous Whole Organism	1.141666651	22	-0.725000143	786	-1.866666794	764	0	1409.5530660000002	1409.5530660000002
itrdb - cana077	Schweingruber - Coats River (Feucht) - PCMA - ITRDB CANA077		Schweingruber., F.H.	Database entry	Coats River (Feucht)	55.73	-76.15	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	173	-38	Contemporaneous Whole Organism	0.8791666029999998	26	-4.087500095	634	-4.966666698	608	0	990.8819181	990.8819181
itrdb - cana080	Schweingruber - Yasinski Lake (Trocken) - PCMA - ITRDB CANA080		Schweingruber., F.H.	Database entry	Yasinski Lake (Trocken)	53.23	-77.67	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	89	-38	Contemporaneous Whole Organism	0	0	-1.770833373	667	-1.770833373	667	0	1283.095206	1283.095206
itrdb - cana081	Schweingruber - Yasinski Lake (Feucht) - PCMA - ITRDB CANA081		Schweingruber., F.H.	Database entry	Yasinski Lake (Feucht)	53.23	-77.67	Contemporaneous Whole Organism: Picea mariana (Mill.) Britton, Sterns, & Poggenb.	Implicit	PresenceOnly	Picea mariana (Mill.) Britton, Sterns & Poggenb. [Species]	Plantae	Pinaceae	Picea	Picea mariana (Mill.) Britton, Sterns & Poggenb.	Living organism	103	-38	Contemporaneous Whole Organism	0.945833325	23	-1.770833373	667	-2.716666698	644	0	1283.095206	1283.095206
itrdb - cana089	Schweingruber - Fort Nelson - PCGL - ITRDB CANA089		Schweingruber., F.H.	Database entry	Fort Nelson	58.33	-122.83	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	133	-33	Contemporaneous Whole Organism	0.45416647200000004	12	0.87499994	475	0.420833468	463	0	1148.402018	1148.402018
itrdb - cana117	Szeicz - Discovery Ridge (Trees less 200 years) - PCGL - ITRDB CANA117		Szeicz., J.M.;MacDonald., G.M.	Database entry	Discovery Ridge (Trees less 200 years)	65.35	-126.7	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	541	-41	Contemporaneous Whole Organism	0.758333683	36	-5.983333111	428	-6.741666794	392	0	453.6819336	453.6819336
itrdb - cana118	Szeicz - Discovery Ridge (Trees grtr 200 years) - PCGL - ITRDB CANA118		Szeicz., J.M.;MacDonald., G.M.	Database entry	Discovery Ridge (Trees grtr 200 years)	65.35	-126.7	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	330	-41	Contemporaneous Whole Organism	0.7333335869999997	26	-5.983333111	428	-6.716666698	402	0	453.6819336	453.6819336
itrdb - cana119	Szeicz - Katherine Creek (Trees less 200 years) - PCGL - ITRDB CANA119		Szeicz., J.M.;MacDonald., G.M.	Database entry	Katherine Creek (Trees less 200 years)	64.97	-127.48	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	444	-39	Contemporaneous Whole Organism	0.6791667930000003	27	-6.033333302	348	-6.712500095	321	0	499.4535248	499.4535248
itrdb - cana120	Szeicz - Katherine Creek (Trees grtr 200 years) - PCGL - ITRDB CANA120		Szeicz., J.M.;MacDonald., G.M.	Database entry	Katherine Creek (Trees grtr 200 years)	64.97	-127.48	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	250	-39	Contemporaneous Whole Organism	0.6333332059999996	22	-6.033333302	348	-6.666666508	326	0	499.4535248	499.4535248
itrdb - cana121	Szeicz - Richardson Mountain (Trees less 100 years) - PCGL - ITRDB CANA121		Szeicz., J.M.;MacDonald., G.M.;Lundberg., J.	Database entry	Richardson Mountain (Trees less 100 years)	66.72	-136.28	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	403	-42	Contemporaneous Whole Organism	0.36666584100000144	33	-8.595833778	464	-8.962499619	431	0	235.08726560000002	235.08726560000002
itrdb - cana122	Szeicz - Richardson Mountain (Trees grtr 100 years) - PCGL - ITRDB CANA122		Szeicz., J.M.;MacDonald., G.M.;Lundberg., J.	Database entry	Richardson Mountain (Trees grtr 100 years)	66.72	-136.28	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	370	-42	Contemporaneous Whole Organism	0.29999923699999975	24	-8.595833778	464	-8.895833015	440	0	235.08726560000002	235.08726560000002
itrdb - cana123	Szeicz - Skipping Bullet (Trees less 200 years) - PCGL - ITRDB CANA123		Szeicz., J.M.;MacDonald., G.M.;Hutton., M.	Database entry	Skipping Bullet (Trees less 200 years)	64.98	-127.57	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	362	-39	Contemporaneous Whole Organism	0.6499991419999995	24	-6.320833683	354	-6.970832825	330	0	498.91268199999996	498.91268199999996
itrdb - cana124	Szeicz - Skipping Bullet (Trees grtr 200 years) - PCGL - ITRDB CANA124		Szeicz., J.M.;MacDonald., G.M.;Hutton., M.	Database entry	Skipping Bullet (Trees grtr 200 years)	64.98	-127.57	Contemporaneous Whole Organism: Picea glauca (Moench) Voss	Implicit	PresenceOnly	Picea glauca (Moench) Voss [Species]	Plantae	Pinaceae	Picea	Picea glauca (Moench) Voss	Living organism	170	-39	Contemporaneous Whole Organism	0.3541660310000001	15	-6.320833683	354	-6.674999714	339	0	498.91268199999996	498.91268199999996
